ID,Name,Date,Time,Latitude,Longitude,Maximum Wind,Status,Estimated Central Pressure,Pressure Drop
H6,LEHAR,20131127,300,13.5N,86.5E,75,VSCS,980,26
H6,LEHAR,20131127,600,14.0N,86.0E,70,VSCS,982,24
H6,LEHAR,20131127,900,14.0N,85.5E,65,VSCS,984,22
H6,LEHAR,20131127,1200,14.5N,85.0E,55,SCS,988,17
H6,LEHAR,20131127,1500,14.5N,84.5E,55,SCS,988,17
H6,LEHAR,20131127,1800,15.0N,84.0E,45,CS,996,10
H6,LEHAR,20131127,2100,15.0N,83.5E,40,CS,998,8
H6,LEHAR,20131128,0,15.5N,82.0E,30,DD,1000,5
H6,LEHAR,20131128,300,15.7N,81.7E,30,DD,1000,5
H6,LEHAR,20131128,600,15.7N,81.3E,30,DD,1000,5
H6,LEHAR,20131128,900,15.9N,81.0E,25,D,1002,4
H6,LEHAR,20131128,1200,16.0N,80.8E,20,D,1004,3
H7,MADI,20131206,300,10.0N,84.0E,25,D,1004,3
H7,MADI,20131206,600,10.0N,84.0E,25,D,1004,3
H7,MADI,20131206,1200,10.2N,84.0E,25,D,1004,3
H7,MADI,20131206,1800,10.4N,84.0E,30,DD,1002,5
H7,MADI,20131207,0,10.5N,84.1E,35,CS,998,7
H7,MADI,20131207,300,10.5N,84.1E,35,CS,998,7
H7,MADI,20131207,600,10.7N,84.2E,45,CS,996,10
H7,MADI,20131207,900,10.8N,84.3E,55,SCS,992,14
H7,MADI,20131207,1200,11.0N,84.4E,55,SCS,992,14
H7,MADI,20131207,1500,11.0N,84.5E,55,SCS,992,14
H7,MADI,20131207,1800,11.2N,84.5E,55,SCS,990,16
H7,MADI,20131207,2100,11.5N,84.6E,55,SCS,990,16
H7,MADI,20131208,0,11.8N,84.6E,60,SCS,988,18
H7,MADI,20131208,300,12.0N,84.6E,60,SCS,988,18
H7,MADI,20131208,600,12.3N,84.7E,65,VSCS,986,20
H7,MADI,20131208,900,12.6N,84.7E,65,VSCS,986,20
H7,MADI,20131208,1200,13.0N,84.7E,65,VSCS,986,20
H7,MADI,20131208,1500,13.2N,84.7E,65,VSCS,986,20
H7,MADI,20131208,1800,13.4N,84.7E,65,VSCS,986,20
H7,MADI,20131208,2100,13.6N,84.7E,65,VSCS,986,20
H7,MADI,20131209,0,13.8N,84.7E,65,VSCS,986,20
H7,MADI,20131209,300,14.0N,84.7E,65,VSCS,986,20
H7,MADI,20131209,600,14.3N,84.7E,65,VSCS,986,20
H7,MADI,20131209,900,14.4N,84.7E,65,VSCS,986,20
H7,MADI,20131209,1200,14.6N,84.7E,60,SCS,988,18
H7,MADI,20131209,1500,14.7N,84.7E,60,SCS,988,18
H7,MADI,20131209,1800,14.8N,84.8E,60,SCS,988,18
H7,MADI,20131209,2100,14.8N,84.8E,60,SCS,988,16
H7,MADI,20131210,0,15.0N,85.0E,60,SCS,988,16
H7,MADI,20131210,300,15.3N,85.3E,65,VSCS,988,16
H7,MADI,20131210,600,15.4N,85.3E,65,VSCS,988,16
H7,MADI,20131210,900,15.7N,85.3E,65,VSCS,988,16
H7,MADI,20131210,1200,15.4N,85.0E,55,SCS,990,14
H7,MADI,20131210,1500,15.1N,84.8E,55,SCS,990,14
H7,MADI,20131210,1800,14.9N,84.7E,50,SCS,992,12
H7,MADI,20131210,2100,14.6N,84.6E,45,CS,994,10
H7,MADI,20131211,0,14.3N,84.2E,40,CS,996,8
H7,MADI,20131211,300,14.0N,83.8E,30,DD,998,6
H7,MADI,20131211,600,13.7N,83.5E,30,DD,998,6
H7,MADI,20131211,900,13.5N,83.4E,30,DD,1000,5
H7,MADI,20131211,1200,13.3N,83.3E,30,DD,1000,5
H7,MADI,20131211,1800,12.9N,82.7E,25,D,1000,4
H7,MADI,20131212,0,12.5N,82.0E,25,D,1000,3
H7,MADI,20131212,300,12.0N,81.5E,25,D,1000,3
H7,MADI,20131212,600,11.5N,81.2E,25,D,1000,3
H7,MADI,20131212,900,11.0N,80.7E,25,D,1000,3
H7,MADI,20131212,1200,10.5N,80.0E,25,D,1000,3
H7,MADI,20131212,1800,10.0N,78.8E,20,D,1004,3
I1,MURJAN,20121022,2100,11.0N,66.5E,25,D,1004,3
I1,MURJAN,20121023,300,11.0N,66.0E,25,D,1004,3
I1,MURJAN,20121023,1200,11.5N,64.0E,25,D,1003,3
I1,MURJAN,20121023,1500,11.5N,63.5E,30,DD,1002,4
I1,MURJAN,20121024,300,11.0N,59.0E,30,DD,1002,4
I1,MURJAN,20121024,1200,10.5N,56.5E,35,CS,1000,6
I1,MURJAN,20121024,1800,10.5N,55.5E,40,CS,998,8
I1,MURJAN,20121025,0,10.5N,54.0E,35,CS,1000,6
I1,MURJAN,20121025,300,10.5N,53.5E,35,CS,1000,6
I1,MURJAN,20121025,600,10.0N,53.0E,35,CS,1000,6
I1,MURJAN,20121025,1200,9.5N,51.5E,35,CS,1000,6
I1,MURJAN,20121025,1800,9.5N,50.5E,30,DD,1001,4
I1,MURJAN,20121026,0,9.5N,49.5E,25,D,1002,3
I1,MURJAN,20121026,300,9.5N,48.5E,25,D,1002,3
I2,NILAM,20121028,600,9.5N,86.0E,25,D,1004,2
I2,NILAM,20121028,1200,9.5N,85.0E,25,D,1003,3
I2,NILAM,20121028,1800,9.5N,84.5E,25,D,1002,4
I2,NILAM,20121029,0,9.5N,84.0E,30,DD,1000,4
I2,NILAM,20121029,300,9.5N,83.5E,30,DD,1000,4
I2,NILAM,20121029,600,9.0N,83.0E,30,DD,1000,4
I2,NILAM,20121029,1200,9.0N,82.5E,30,DD,1000,4
I2,NILAM,20121029,1800,9.0N,82.0E,30,DD,1000,4
I2,NILAM,20121030,0,9.0N,82.0E,30,DD,999,4
I2,NILAM,20121030,300,9.0N,82.0E,35,CS,998,6
I2,NILAM,20121030,600,9.0N,82.0E,35,CS,996,6
I2,NILAM,20121030,900,9.5N,82.0E,35,CS,996,6
I2,NILAM,20121030,1200,9.5N,82.0E,40,CS,994,8
I2,NILAM,20121030,1500,9.5N,82.0E,40,CS,994,8
I2,NILAM,20121030,1800,10.0N,82.0E,40,CS,992,8
I2,NILAM,20121030,2100,10.0N,82.0E,40,CS,990,10
I2,NILAM,20121031,0,10.5N,81.5E,45,CS,988,12
I2,NILAM,20121031,300,11.0N,81.0E,45,CS,987,13
I2,NILAM,20121031,600,11.5N,81.0E,45,CS,987,13
I2,NILAM,20121031,900,12.3N,80.5E,45,CS,987,13
I2,NILAM,20121031,1200,12.7N,79.8E,35,CS,991,8
I2,NILAM,20121031,1500,13.0N,79.5E,35,CS,996,7
I2,NILAM,20121031,1800,13.0N,78.5E,30,DD,998,5
I2,NILAM,20121101,0,13.0N,77.5E,20,D,999,4
I2,NILAM,20121101,300,13.5N,77.0E,20,D,1002,3
I2,NILAM,20121101,600,13.5N,77.0E,20,D,1002,3
I2,NILAM,20121101,1200,14.0N,77.0E,20,D,1002,3
I2,NILAM,20121101,1800,14.5N,77.0E,20,D,1004,3
I3,04A,20121222,600,9.0N,64.0E,25,D,1004,3
I3,04A,20121222,900,9.0N,63.0E,25,D,1004,3
I3,04A,20121222,1200,9.0N,62.5E,25,D,1003,4
I3,04A,20121223,0,9.0N,60.5E,30,DD,1002,5
I3,04A,20121223,300,9.0N,60.0E,30,DD,1002,5
I3,04A,20121223,1200,8.5N,57.0E,30,DD,1002,5
I3,04A,20121224,300,8.0N,54.0E,30,DD,1002,5
I3,04A,20121224,1200,7.0N,52.0E,25,D,1004,3
J1,02B,20111019,0,20.0N,90.5E,25,D,1002,3
J1,02B,20111019,300,20.2N,91.0E,25,D,1002,3
J1,02B,20111019,600,20.5N,91.5E,30,DD,1002,5
J1,02B,20111019,1200,21.0N,92.0E,30,DD,1002,5
J1,02B,20111019,1800,21.5N,92.5E,30,DD,1002,5
J1,02B,20111020,0,21.5N,93.5E,25,D,1004,3
J2,KEILA,20111029,600,13.0N,62.0E,25,D,1004,3
J2,KEILA,20111029,1200,13.0N,61.0E,25,D,1004,3
J2,KEILA,20111029,1800,13.0N,61.0E,25,D,1004,3
J2,KEILA,20111029,0,13.0N,60.5E,25,D,1004,3
J2,KEILA,20111030,300,13.0N,60.0E,25,D,1004,3
J2,KEILA,20111030,600,13.0N,60.0E,25,D,1002,3
J2,KEILA,20111030,1200,13.5N,59.5E,25,D,1002,3
J2,KEILA,20111030,1800,14.0N,59.0E,25,D,1002,3
J2,KEILA,20111031,0,14.5N,59.0E,25,D,1002,3
J2,KEILA,20111031,300,15.0N,58.5E,25,D,1000,3
J2,KEILA,20111031,600,16.0N,57.0E,25,D,1000,3
J2,KEILA,20111031,1200,16.0N,57.5E,25,D,1000,3
J2,KEILA,20111031,1800,16.0N,57.0E,25,D,1000,3
J2,KEILA,20111101,0,16.0N,56.5E,25,D,1000,3
J2,KEILA,20111101,300,16.0N,56.0E,30,DD,1000,4
J2,KEILA,20111101,600,16.0N,56.0E,30,DD,1000,4
J2,KEILA,20111101,1200,16.0N,55.5E,30,DD,1000,4
J2,KEILA,20111101,1800,16.0N,55.5E,30,DD,1000,5
J2,KEILA,20111102,0,16.0N,55.3E,30,DD,1000,5
J2,KEILA,20111102,300,16.0N,55.0E,35,CS,998,7
J2,KEILA,20111102,600,16.0N,54.5E,35,CS,996,7
J2,KEILA,20111102,900,16.0N,54.5E,35,CS,996,7
J2,KEILA,20111102,1200,16.5N,54.5E,35,CS,996,7
J2,KEILA,20111102,1500,16.8N,54.3E,35,CS,996,6
J2,KEILA,20111102,1800,17.1N,54.2E,30,DD,1000,5
J2,KEILA,20111103,0,17.1N,54.2E,30,DD,1000,5
J2,KEILA,20111103,300,17.1N,54.2E,30,DD,1000,4
J2,KEILA,20111103,600,17.1N,54.2E,30,DD,1000,4
J2,KEILA,20111103,1200,17.0N,54.5E,30,DD,1000,4
J2,KEILA,20111103,1800,17.0N,54.8E,30,DD,1001,4
J2,KEILA,20111104,0,17.0N,55.0E,30,DD,1001,4
J2,KEILA,20111104,300,16.5N,55.0E,25,D,1002,3
J3,04A,20111106,600,10.5N,65.5E,25,D,1004,3
J3,04A,20111106,1200,10.5N,65.5E,25,D,1004,3
J3,04A,20111106,1800,11.0N,64.5E,25,D,1004,3
J3,04A,20111107,0,11.5N,64.0E,25,D,1002,3
J3,04A,20111107,300,11.5N,63.5E,25,D,1002,3
J3,04A,20111107,600,12.5N,62.0E,25,D,1002,3
J3,04A,20111107,1200,13.5N,60.5E,25,D,1002,3
J3,04A,20111107,1800,13.5N,60.5E,25,D,1002,3
J3,04A,20111108,0,13.5N,60.0E,25,D,1002,3
J3,04A,20111108,300,13.5N,60.0E,30,DD,1000,4
J3,04A,20111108,600,13.7N,59.5E,30,DD,1000,4
J3,04A,20111108,1200,14.0N,59.0E,30,DD,1000,4
J3,04A,20111108,1800,14.5N,58.5E,30,DD,1000,4
J3,04A,20111109,0,15.0N,58.5E,30,DD,1000,4
J3,04A,20111109,300,15.0N,58.5E,30,DD,1000,4
J3,04A,20111109,600,15.0N,58.5E,30,DD,1000,4
J3,04A,20111109,1200,15.5N,58.5E,25,D,1002,3
J3,04A,20111109,1800,15.5N,58.5E,25,D,1002,3
J3,04A,20111110,0,16.0N,58.5E,25,D,1002,3
J3,04A,20111110,300,16.0N,58.5E,25,D,1002,3
J4,05A,20111126,300,7.5N,76.5E,25,D,1002,3
J4,05A,20111126,600,8.0N,75.5E,25,D,1002,3
J4,05A,20111126,1200,8.5N,75.0E,25,D,1000,3
J4,05A,20111126,1800,8.5N,75.0E,25,D,1000,3
J4,05A,20111127,0,9.5N,74.0E,25,D,1000,3
J4,05A,20111127,300,10.5N,73.0E,25,D,1000,3
J4,05A,20111127,600,11.0N,72.5E,25,D,1000,4
J4,05A,20111127,1200,12.0N,71.5E,25,D,1000,4
J4,05A,20111127,1800,12.5N,71.0E,25,D,1000,4
J4,05A,20111128,0,13.5N,70.0E,30,DD,998,5
J4,05A,20111128,300,14.0N,69.5E,30,DD,998,5
J4,05A,20111128,600,14.5N,69.0E,30,DD,998,5
J4,05A,20111128,1200,15.0N,68.0E,30,DD,998,5
J4,05A,20111128,1800,15.5N,67.5E,30,DD,998,6
J4,05A,20111129,0,15.5N,67.0E,30,DD,998,6
J4,05A,20111129,300,15.7N,66.8E,30,DD,998,5
J4,05A,20111129,600,16.0N,66.5E,30,DD,998,5
J4,05A,20111129,1200,16.0N,66.5E,25,D,1000,4
J4,05A,20111129,1800,16.4N,65.5E,25,D,1000,4
J4,05A,20111130,0,17.0N,64.4E,25,D,1000,4
J4,05A,20111130,300,17.0N,64.5E,25,D,1000,4
J4,05A,20111130,600,17.5N,63.5E,25,D,1000,4
J4,05A,20111130,1200,18.0N,63.5E,25,D,1000,3
J4,05A,20111130,1800,19.0N,62.5E,25,D,1000,3
J4,05A,20111201,0,19.5N,62.5E,25,D,1002,3
J4,05A,20111201,300,19.5N,62.5E,25,D,1002,3
J5,THANE,20111225,1200,8.5N,88.5E,25,D,1000,3
J5,THANE,20111225,1800,9.0N,88.0E,25,D,1000,3
J5,THANE,20111226,0,9.5N,87.5E,30,DD,998,4
J5,THANE,20111226,300,9.5N,87.5E,30,DD,998,4
J5,THANE,20111226,600,10.0N,87.5E,30,DD,998,4
J5,THANE,20111226,1200,10.5N,87.5E,30,DD,998,5
J5,THANE,20111226,1800,11.0N,87.5E,35,CS,996,7
J5,THANE,20111226,2100,11.0N,87.5E,35,CS,996,7
J5,THANE,20111227,0,11.5N,87.5E,40,CS,994,8
J5,THANE,20111227,300,12.0N,87.0E,40,CS,994,8
J5,THANE,20111227,600,12.0N,87.0E,40,CS,994,8
J5,THANE,20111227,900,12.2N,86.7E,40,CS,992,10
J5,THANE,20111227,1200,12.5N,86.5E,40,CS,992,10
J5,THANE,20111227,1500,12.5N,86.5E,45,CS,992,10
J5,THANE,20111227,1800,12.5N,86.0E,45,CS,992,12
J5,THANE,20111227,2100,12.5N,86.0E,45,CS,992,12
J5,THANE,20111228,0,12.5N,85.5E,45,CS,992,12
J5,THANE,20111228,300,12.5N,85.5E,45,CS,987,14
J5,THANE,20111228,600,12.5N,85.0E,45,CS,988,14
J5,THANE,20111228,900,12.5N,85.0E,55,SCS,986,16
J5,THANE,20111228,1200,12.5N,84.5E,65,VSCS,982,20
J5,THANE,20111228,1500,12.5N,84.0E,65,VSCS,980,22
J5,THANE,20111228,1800,12.5N,84.0E,65,VSCS,978,24
J5,THANE,20111228,2100,12.5N,83.5E,65,VSCS,976,26
J5,THANE,20111229,0,12.3N,83.0E,70,VSCS,974,28
J5,THANE,20111229,300,12.0N,82.5E,75,VSCS,976,30
J5,THANE,20111229,600,12.0N,82.0E,75,VSCS,972,30
J5,THANE,20111229,900,12.0N,81.7E,75,VSCS,972,30
J5,THANE,20111229,1200,12.0N,81.3E,75,VSCS,972,30
J5,THANE,20111229,1500,12.0N,81.0E,75,VSCS,970,30
J5,THANE,20111229,1800,11.8N,80.6E,75,VSCS,970,30
J5,THANE,20111229,2100,11.8N,80.3E,75,VSCS,969,30
J5,THANE,20111230,0,11.6N,79.9E,75,VSCS,969,30
J5,THANE,20111230,300,11.6N,79.5E,55,SCS,986,16
J5,THANE,20111230,600,11.6N,79.0E,30,DD,998,5
J5,THANE,20111230,1200,11.6N,78.2E,25,D,1000,3
K1,LAILA,20100517,600,10.5N,88.5E,25,D,1004,3
K1,LAILA,20100517,1200,11.0N,88.0E,30,DD,1000,5
K1,LAILA,20100517,1800,11.5N,87.5E,30,DD,998,5
K1,LAILA,20100518,0,11.5N,86.5E,35,CS,998,6
K1,LAILA,20100518,300,12.0N,85.5E,40,CS,996,6
K1,LAILA,20100518,600,12.5N,84.5E,45,CS,992,8
K1,LAILA,20100518,900,13.0N,84.0E,45,CS,992,8
K1,LAILA,20100518,1200,13.0N,83.5E,45,CS,990,10
K1,LAILA,20100518,1500,13.0N,83.0E,45,CS,990,10
K1,LAILA,20100518,1800,13.0N,82.5E,45,CS,990,10
K1,LAILA,20100518,2100,13.0N,82.0E,45,CS,990,10
K1,LAILA,20100519,0,13.5N,82.0E,45,CS,990,10
K1,LAILA,20100519,300,13.5N,82.0E,45,CS,990,10
K1,LAILA,20100519,600,13.5N,81.5E,55,SCS,986,15
K1,LAILA,20100519,900,14.0N,81.5E,55,SCS,986,15
K1,LAILA,20100519,1200,14.0N,81.5E,55,SCS,986,15
K1,LAILA,20100519,1500,14.0N,81.5E,55,SCS,986,15
K1,LAILA,20100519,1800,14.5N,81.0E,55,SCS,986,15
K1,LAILA,20100519,2100,14.5N,81.0E,55,SCS,986,15
K1,LAILA,20100520,0,15.0N,81.0E,55,SCS,986,15
K1,LAILA,20100520,300,15.5N,80.5E,55,SCS,986,15
K1,LAILA,20100520,600,15.7N,80.5E,55,SCS,986,15
K1,LAILA,20100520,900,15.8N,80.5E,55,SCS,986,15
K1,LAILA,20100520,1200,16.0N,80.5E,45,CS,990,12
K1,LAILA,20100520,1500,16.0N,80.5E,45,CS,990,12
K1,LAILA,20100520,1800,16.0N,80.5E,45,CS,990,10
K1,LAILA,20100520,2100,16.0N,80.7E,40,CS,990,10
K1,LAILA,20100521,0,16.2N,80.8E,35,CS,990,10
K1,LAILA,20100521,300,16.5N,81.0E,30,DD,995,5
K1,LAILA,20100521,600,17.0N,81.5E,20,D,999,3
K2,BANDU,20100519,900,10.5N,54.0E,25,D,1002,3
K2,BANDU,20100519,1200,11.0N,54.0E,25,D,1002,3
K2,BANDU,20100519,1500,11.5N,53.5E,25,D,1002,4
K2,BANDU,20100519,1800,11.5N,53.5E,30,DD,1000,5
K2,BANDU,20100519,2100,11.5N,53.0E,30,DD,1000,5
K2,BANDU,20100520,0,11.5N,53.0E,30,DD,1000,5
K2,BANDU,20100520,300,11.5N,53.0E,30,DD,999,5
K2,BANDU,20100520,600,11.5N,53.0E,30,DD,999,5
K2,BANDU,20100520,900,12.0N,53.0E,30,DD,999,5
K2,BANDU,20100520,1200,12.5N,52.5E,30,DD,999,5
K2,BANDU,20100520,1800,12.5N,51.5E,30,DD,999,5
K2,BANDU,20100521,0,12.5N,51.5E,30,DD,998,5
K2,BANDU,20100521,300,12.5N,51.5E,30,DD,998,5
K2,BANDU,20100521,600,12.5N,51.5E,30,DD,998,5
K2,BANDU,20100521,900,12.5N,51.5E,30,DD,996,6
K2,BANDU,20100521,1200,12.5N,51.5E,40,CS,994,8
K2,BANDU,20100521,1500,12.5N,51.5E,40,CS,994,8
K2,BANDU,20100521,1800,12.5N,51.5E,40,CS,994,8
K2,BANDU,20100521,2100,12.5N,51.0E,40,CS,994,8
K2,BANDU,20100522,0,12.5N,50.5E,40,CS,994,8
K2,BANDU,20100522,300,12.5N,50.5E,40,CS,994,8
K2,BANDU,20100522,600,12.5N,50.5E,40,CS,994,8
K2,BANDU,20100522,900,12.5N,50.0E,35,CS,996,7
K2,BANDU,20100522,1200,12.5N,50.0E,30,DD,998,5
K2,BANDU,20100522,1800,12.5N,50.0E,25,D,1000,3
K3,PHET,20100531,600,15.0N,64.0E,25,D,1001,3
K3,PHET,20100531,1200,15.5N,63.5E,25,D,1001,3
K3,PHET,20100531,1800,15.5N,63.5E,25,D,999,4
K3,PHET,20100601,0,15.5N,63.5E,30,DD,998,5
K3,PHET,20100601,300,15.5N,63.5E,30,DD,998,5
K3,PHET,20100601,600,16.0N,63.0E,30,DD,996,5
K3,PHET,20100601,900,16.0N,63.0E,35,CS,995,7
K3,PHET,20100601,1200,16.5N,62.5E,35,CS,994,7
K3,PHET,20100601,1500,16.5N,62.5E,40,CS,992,8
K3,PHET,20100601,1800,17.0N,62.0E,45,CS,990,10
K3,PHET,20100601,2100,17.0N,62.0E,45,CS,990,10
K3,PHET,20100602,0,17.5N,61.5E,55,SCS,986,15
K3,PHET,20100602,300,17.5N,61.0E,60,SCS,984,18
K3,PHET,20100602,600,17.5N,61.0E,70,VSCS,978,24
K3,PHET,20100602,900,18.0N,60.5E,80,VSCS,968,32
K3,PHET,20100602,1200,18.0N,60.5E,85,VSCS,964,36
K3,PHET,20100602,1500,18.5N,60.0E,85,VSCS,964,36
K3,PHET,20100602,1800,18.5N,60.0E,85,VSCS,966,36
K3,PHET,20100602,2100,18.5N,60.0E,80,VSCS,970,32
K3,PHET,20100603,0,18.5N,59.5E,75,VSCS,974,28
K3,PHET,20100603,300,18.5N,59.5E,75,VSCS,974,28
K3,PHET,20100603,600,19.0N,59.5E,70,VSCS,978,24
K3,PHET,20100603,900,19.5N,59.5E,70,VSCS,978,24
K3,PHET,20100603,1200,20.0N,59.5E,70,VSCS,978,24
K3,PHET,20100603,1500,20.0N,59.5E,70,VSCS,978,24
K3,PHET,20100603,1800,20.5N,59.5E,65,VSCS,980,22
K3,PHET,20100603,2100,21.0N,59.5E,65,VSCS,980,22
K3,PHET,20100604,0,21.5N,59.5E,65,VSCS,980,22
K3,PHET,20100604,300,22.0N,59.5E,60,SCS,982,18
K3,PHET,20100604,600,22.0N,59.5E,60,SCS,984,18
K3,PHET,20100604,900,22.5N,59.5E,60,SCS,984,18
K3,PHET,20100604,1200,23.0N,59.5E,60,SCS,984,18
K3,PHET,20100604,1500,23.0N,59.5E,55,SCS,986,16
K3,PHET,20100604,1800,23.0N,59.5E,55,SCS,988,14
K3,PHET,20100604,2100,23.5N,60.0E,50,SCS,990,12
K3,PHET,20100605,0,24.0N,60.5E,45,CS,990,10
K3,PHET,20100605,300,24.5N,61.0E,40,CS,992,8
K3,PHET,20100605,600,24.5N,61.0E,40,CS,992,8
K3,PHET,20100605,900,24.5N,61.0E,40,CS,992,8
K3,PHET,20100605,1200,24.5N,61.5E,40,CS,992,8
K3,PHET,20100605,1500,24.5N,62.0E,35,CS,994,7
K3,PHET,20100605,1800,24.5N,62.5E,30,DD,994,5
K3,PHET,20100605,2100,24.5N,63.0E,30,DD,994,5
K3,PHET,20100606,0,24.5N,64.0E,30,DD,994,5
K3,PHET,20100606,300,24.5N,65.0E,25,D,994,4
K3,PHET,20100606,600,24.5N,66.0E,25,D,994,4
K3,PHET,20100606,900,24.5N,66.5E,25,D,994,4
K3,PHET,20100606,1200,24.5N,67.0E,25,D,993,4
K3,PHET,20100606,1500,25.0N,68.0E,25,D,993,4
K3,PHET,20100606,1800,25.0N,69.0E,25,D,991,5
K3,PHET,20100607,0,26.5N,71.0E,25,D,993,5
K3,PHET,20100607,300,26.5N,71.5E,25,D,993,5
K3,PHET,20100607,600,26.5N,72.5E,20,D,995,3
K4,GIRI,20101020,1200,17.5N,91.5E,25,D,1002,4
K4,GIRI,20101020,1800,17.5N,91.5E,25,D,1002,4
K4,GIRI,20101021,0,17.5N,91.5E,25,D,1002,4
K4,GIRI,20101021,300,17.5N,91.5E,30,DD,1000,5
K4,GIRI,20101021,600,17.5N,91.5E,35,CS,998,6
K4,GIRI,20101021,900,17.5N,91.5E,40,CS,996,8
K4,GIRI,20101021,1200,18.0N,92.0E,45,CS,990,10
K4,GIRI,20101021,1500,18.0N,92.0E,45,CS,990,10
K4,GIRI,20101021,1800,18.0N,92.0E,50,CS,988,12
K4,GIRI,20101021,2100,18.5N,92.5E,55,CS,984,16
K4,GIRI,20101022,0,18.5N,92.5E,60,SCS,980,20
K4,GIRI,20101022,300,19.0N,93.0E,80,VSCS,974,30
K4,GIRI,20101022,600,19.0N,93.0E,90,ESCS,964,40
K4,GIRI,20101022,900,19.5N,93.5E,105,ESCS,950,52
K4,GIRI,20101022,1200,19.8N,93.5E,105,ESCS,950,52
K4,GIRI,20101022,1500,20.0N,93.5E,80,VSCS,966,36
K4,GIRI,20101022,1800,20.5N,94.0E,70,VSCS,976,26
K4,GIRI,20101022,2100,20.5N,94.0E,55,SCS,986,16
K4,GIRI,20101023,0,21.0N,94.5E,45,CS,992,10
K4,GIRI,20101023,300,21.5N,95.0E,35,CS,996,8
K4,GIRI,20101023,600,22.0N,95.5E,25,D,998,4
K5,JAL,20101104,0,8.0N,92.0E,25,D,1002,3
K5,JAL,20101104,300,8.5N,91.0E,25,D,1002,3
K5,JAL,20101104,600,8.5N,90.5E,25,D,1002,3
K5,JAL,20101104,1200,8.5N,90.0E,25,D,1002,3
K5,JAL,20101104,1800,8.5N,89.5E,25,D,1002,4
K5,JAL,20101105,0,9.0N,88.5E,30,DD,1000,5
K5,JAL,20101105,300,9.0N,88.0E,30,DD,1000,5
K5,JAL,20101105,600,9.0N,87.5E,35,CS,998,6
K5,JAL,20101105,900,9.0N,87.5E,40,CS,996,8
K5,JAL,20101105,1200,9.5N,87.0E,45,CS,994,10
K5,JAL,20101105,1500,9.5N,87.0E,45,CS,994,10
K5,JAL,20101105,1800,10.0N,86.5E,50,CS,992,12
K5,JAL,20101105,2100,10.0N,86.0E,55,SCS,990,16
K5,JAL,20101106,0,10.0N,85.5E,55,SCS,990,16
K5,JAL,20101106,300,10.0N,85.5E,55,SCS,990,16
K5,JAL,20101106,600,10.0N,85.0E,55,SCS,990,16
K5,JAL,20101106,900,10.0N,85.0E,55,SCS,990,16
K5,JAL,20101106,1200,11.0N,84.5E,60,SCS,988,18
K5,JAL,20101106,1500,11.0N,84.5E,60,SCS,988,18
K5,JAL,20101106,1800,11.0N,84.0E,60,SCS,988,18
K5,JAL,20101106,2100,11.0N,84.0E,60,SCS,988,18
K5,JAL,20101107,0,11.0N,83.5E,60,SCS,988,18
K5,JAL,20101107,300,12.0N,83.0E,55,SCS,990,16
K5,JAL,20101107,600,12.0N,82.5E,45,CS,992,12
K5,JAL,20101107,900,12.0N,81.5E,40,CS,994,8
K5,JAL,20101107,1200,13.0N,81.0E,30,DD,996,6
K5,JAL,20101107,1500,13.0N,80.5E,30,DD,998,5
K5,JAL,20101107,1800,13.0N,80.0E,30,DD,1000,5
K5,JAL,20101108,0,14.0N,79.0E,25,D,1002,4
K5,JAL,20101108,300,15.0N,78.0E,25,D,1004,3
L1,BIJLI,20090414,900,12.5N,88.0E,25,D,1004,3
L1,BIJLI,20090414,1200,12.5N,88.0E,25,D,1002,3
L1,BIJLI,20090414,1800,12.5N,88.0E,25,D,1002,4
L1,BIJLI,20090415,0,13.0N,88.0E,25,D,1000,4
L1,BIJLI,20090415,300,13.5N,87.5E,25,D,1000,4
L1,BIJLI,20090415,600,14.0N,87.5E,30,DD,1000,6
L1,BIJLI,20090415,1200,15.0N,86.5E,40,CS,996,8
L1,BIJLI,20090415,1500,15.5N,86.5E,40,CS,996,8
L1,BIJLI,20090415,1800,16.0N,86.5E,40,CS,996,8
L1,BIJLI,20090415,2100,16.0N,86.5E,40,CS,996,8
L1,BIJLI,20090416,0,16.5N,86.0E,40,CS,996,8
L1,BIJLI,20090416,300,17.0N,86.0E,40,CS,996,8
L1,BIJLI,20090416,600,17.5N,86.0E,40,CS,996,8
L1,BIJLI,20090416,900,18.0N,86.0E,40,CS,996,8
L1,BIJLI,20090416,1200,18.5N,86.5E,40,CS,996,8
L1,BIJLI,20090416,1500,18.5N,86.5E,40,CS,996,8
L1,BIJLI,20090416,1800,19.5N,87.0E,40,CS,996,8
L1,BIJLI,20090416,2100,20.0N,87.5E,40,CS,996,8
L1,BIJLI,20090417,0,20.5N,88.0E,40,CS,996,8
L1,BIJLI,20090417,300,20.5N,88.5E,35,CS,996,6
L1,BIJLI,20090417,600,21.0N,89.0E,35,CS,996,6
L1,BIJLI,20090417,900,21.5N,89.5E,30,DD,996,5
L1,BIJLI,20090417,1200,21.5N,90.0E,25,D,996,4
L1,BIJLI,20090417,1500,22.0N,91.5E,25,D,996,4
L2,AILA,20090523,600,16.5N,88.0E,25,D,998,3
L2,AILA,20090523,1200,16.5N,88.0E,25,D,994,3
L2,AILA,20090523,1800,17.0N,88.5E,25,D,996,4
L2,AILA,20090524,0,17.0N,88.5E,25,D,996,4
L2,AILA,20090524,300,18.0N,88.5E,30,DD,992,5
